"id_prueba","timestamp","modo","tipo_evento","escenario","distancia_m","iluminacion","objeto_verdad","objeto_predicho","confianza","t_total_ms","latencia","acierto","notas"
"83","2025-01-01T00:03:52.864000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.528","","","Reproduciendo audio: /audio/go.wav"
"84","2025-01-01T00:03:52.897000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.033","","","Testing image: /test/john_IMG_0534.jpg (15/60)"
"85","2025-01-01T00:03:53.812000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.915","","","Connected! Sending HTTP request..."
"86","2025-01-01T00:03:54.331000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.519","","","All data sent (134201 bytes), waiting for response..."
"87","2025-01-01T00:04:05.652000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.321","","","{""status"":""success"",""timestamp"":""T+00:03:41.080"",""detected"":true,""prediction"":""green"",""confidence"":1.000,""image_size"":134201,""inference_time_ms"":8811}"
"88","2025-01-01T00:04:05.668000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.016","","","Test image sent: /test/john_IMG_0534.jpg"
"89","2025-01-01T00:04:06.196000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.528","","","Reproduciendo audio: /audio/go.wav"
"90","2025-01-01T00:04:06.308000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.112","","","Testing image: /test/john_IMG_1229.jpg (16/60)"
"91","2025-01-01T00:04:07.230000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.922","","","Connected! Sending HTTP request..."
"92","2025-01-01T00:04:07.735000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.505","","","All data sent (127433 bytes), waiting for response..."
"93","2025-01-01T00:04:19.065000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.330","","","{""status"":""success"",""timestamp"":""T+00:03:54.480"",""detected"":true,""prediction"":""countdown_blank"",""confidence"":1.000,""image_size"":127433,""inference_time_ms"":8789}"
"94","2025-01-01T00:04:19.081000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.016","","","Test image sent: /test/john_IMG_1229.jpg"
"95","2025-01-01T00:04:19.618000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.537","","","Testing image: /test/john_IMG_2193.jpg (17/60)"
"96","2025-01-01T00:04:20.530000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.912","","","Connected! Sending HTTP request..."
"97","2025-01-01T00:04:21.014000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.484","","","All data sent (134433 bytes), waiting for response..."
"98","2025-01-01T00:04:32.353000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.339","","","{""status"":""success"",""timestamp"":""T+00:04:07.760"",""detected"":true,""prediction"":""red"",""confidence"":1.000,""image_size"":134433,""inference_time_ms"":8772}"
"99","2025-01-01T00:04:32.369000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.016","","","Test image sent: /test/john_IMG_2193.jpg"
"100","2025-01-01T00:04:32.897000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.528","","","Reproduciendo audio: /audio/stop.wav"
"101","2025-01-01T00:04:32.939000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.042","","","Testing image: /test/heon_IMG_1086.JPG (18/60)"
"102","2025-01-01T00:04:33.638000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.699","","","Connected! Sending HTTP request..."
"103","2025-01-01T00:04:33.851000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.213","","","All data sent (55949 bytes), waiting for response..."
"104","2025-01-01T00:04:45.161000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.310","","","{""status"":""success"",""timestamp"":""T+00:04:20.577"",""detected"":true,""prediction"":""countdown_green"",""confidence"":1.000,""image_size"":55949,""inference_time_ms"":8478}"
"105","2025-01-01T00:04:45.177000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.016","","","Test image sent: /test/heon_IMG_1086.JPG"
"106","2025-01-01T00:04:45.705000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.528","","","Reproduciendo audio: /audio/warning.wav"
"107","2025-01-01T00:04:45.738000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.033","","","Testing image: /test/john_IMG_1884.jpg (19/60)"
"108","2025-01-01T00:04:46.652000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.914","","","Connected! Sending HTTP request..."
"109","2025-01-01T00:04:47.112000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.460","","","All data sent (125830 bytes), waiting for response..."
"110","2025-01-01T00:04:58.438000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.326","","","{""status"":""success"",""timestamp"":""T+00:04:33.842"",""detected"":true,""prediction"":""red"",""confidence"":1.000,""image_size"":125830,""inference_time_ms"":8733}"
"111","2025-01-01T00:04:58.454000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.016","","","Test image sent: /test/john_IMG_1884.jpg"
"112","2025-01-01T00:04:58.982000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.528","","","Reproduciendo audio: /audio/stop.wav"
"113","2025-01-01T00:04:59.039000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.057","","","Testing image: /test/heon_IMG_0880.JPG (20/60)"
"114","2025-01-01T00:04:59.961000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.922","","","Connected! Sending HTTP request..."
"115","2025-01-01T00:05:00.378000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.417","","","All data sent (114374 bytes), waiting for response..."
"116","2025-01-01T00:05:11.674000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.296","","","{""status"":""success"",""timestamp"":""T+00:04:47.083"",""detected"":true,""prediction"":""green"",""confidence"":1.000,""image_size"":114374,""inference_time_ms"":8665}"
"117","2025-01-01T00:05:11.691000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.017","","","Test image sent: /test/heon_IMG_0880.JPG"
"118","2025-01-01T00:05:12.218000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.527","","","Reproduciendo audio: /audio/go.wav"
"119","2025-01-01T00:05:12.251000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.033","","","Testing image: /test/heon_IMG_0857.JPG (21/60)"
"120","2025-01-01T00:05:13.164000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.913","","","Connected! Sending HTTP request..."
"121","2025-01-01T00:05:13.556000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.392","","","All data sent (105916 bytes), waiting for response..."
"122","2025-01-01T00:05:24.829000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.273","","","{""status"":""success"",""timestamp"":""T+00:05:00.247"",""detected"":true,""prediction"":""red"",""confidence"":1.000,""image_size"":105916,""inference_time_ms"":8627}"
"123","2025-01-01T00:05:24.846000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.017","","","Test image sent: /test/heon_IMG_0857.JPG"
"124","2025-01-01T00:05:25.373000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.527","","","Reproduciendo audio: /audio/stop.wav"
"125","2025-01-01T00:05:25.461000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.088","","","Testing image: /test/sam_IMG_2444.JPG (22/60)"
"126","2025-01-01T00:05:26.374000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.913","","","Connected! Sending HTTP request..."
"127","2025-01-01T00:05:26.897000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.523","","","All data sent (138311 bytes), waiting for response..."
"128","2025-01-01T00:05:38.247000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.350","","","{""status"":""success"",""timestamp"":""T+00:05:13.659"",""detected"":true,""prediction"":""red"",""confidence"":1.000,""image_size"":138311,""inference_time_ms"":8831}"
"129","2025-01-01T00:05:38.263000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.016","","","Test image sent: /test/sam_IMG_2444.JPG"
"130","2025-01-01T00:05:38.791000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.528","","","Reproduciendo audio: /audio/stop.wav"
"131","2025-01-01T00:05:38.823000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.032","","","Testing image: /test/john_IMG_1430.jpg (23/60)"
"132","2025-01-01T00:05:39.686000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.863","","","Connected! Sending HTTP request..."
"133","2025-01-01T00:05:40.139000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.453","","","All data sent (116562 bytes), waiting for response..."
"134","2025-01-01T00:05:51.550000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.411","","","{""status"":""success"",""timestamp"":""T+00:05:26.966"",""detected"":true,""prediction"":""none"",""confidence"":1.000,""image_size"":116562,""inference_time_ms"":8826}"
"135","2025-01-01T00:05:51.566000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.016","","","Test image sent: /test/john_IMG_1430.jpg"
"136","2025-01-01T00:05:52.094000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.528","","","Reproduciendo audio: /audio/unknown.wav"
"137","2025-01-01T00:05:52.191000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.097","","","Testing image: /test/john_IMG_1348.jpg (24/60)"
"138","2025-01-01T00:05:53.110000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.919","","","Connected! Sending HTTP request..."
"139","2025-01-01T00:05:53.644000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.534","","","All data sent (142456 bytes), waiting for response..."
"140","2025-01-01T00:06:04.997000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.353","","","{""status"":""success"",""timestamp"":""T+00:05:40.414"",""detected"":true,""prediction"":""red"",""confidence"":1.000,""image_size"":142456,""inference_time_ms"":8855}"
"141","2025-01-01T00:06:05.014000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.017","","","Test image sent: /test/john_IMG_1348.jpg"
"142","2025-01-01T00:06:05.542000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.528","","","Reproduciendo audio: /audio/stop.wav"
"143","2025-01-01T00:06:05.576000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.034","","","Testing image: /test/heon_IMG_1681.JPG (25/60)"
"144","2025-01-01T00:06:06.413000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.837","","","Connected! Sending HTTP request..."
"145","2025-01-01T00:06:06.814000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.401","","","All data sent (112404 bytes), waiting for response..."
"146","2025-01-01T00:06:18.317000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.503","","","{""status"":""success"",""timestamp"":""T+00:05:53.719"",""detected"":true,""prediction"":""red"",""confidence"":1.000,""image_size"":112404,""inference_time_ms"":8850}"
"147","2025-01-01T00:06:18.333000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.016","","","Test image sent: /test/heon_IMG_1681.JPG"
"148","2025-01-01T00:06:18.861000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.528","","","Reproduciendo audio: /audio/stop.wav"
"149","2025-01-01T00:06:18.914000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.053","","","Testing image: /test/heon_IMG_0987.JPG (26/60)"
"150","2025-01-01T00:06:19.723000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.809","","","Connected! Sending HTTP request..."
"151","2025-01-01T00:06:19.995000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.272","","","All data sent (70445 bytes), waiting for response..."
"152","2025-01-01T00:06:31.211000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.216","","","{""status"":""success"",""timestamp"":""T+00:06:06.626"",""detected"":true,""prediction"":""green"",""confidence"":1.000,""image_size"":70445,""inference_time_ms"":8452}"
"153","2025-01-01T00:06:31.228000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.017","","","Test image sent: /test/heon_IMG_0987.JPG"
"154","2025-01-01T00:06:31.755000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.527","","","Reproduciendo audio: /audio/go.wav"
"155","2025-01-01T00:06:31.787000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.032","","","Testing image: /test/john_IMG_2657.jpg (27/60)"
"156","2025-01-01T00:06:32.732000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.945","","","Connected! Sending HTTP request..."
"157","2025-01-01T00:06:33.216000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.484","","","All data sent (144448 bytes), waiting for response..."
"158","2025-01-01T00:06:44.588000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:11.372","","","{""status"":""success"",""timestamp"":""T+00:06:19.984"",""detected"":true,""prediction"":""countdown_blank"",""confidence"":1.000,""image_size"":144448,""inference_time_ms"":8793}"
"159","2025-01-01T00:06:44.604000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.016","","","Test image sent: /test/john_IMG_2657.jpg"
"160","2025-01-01T00:06:45.234000","ESP","ESP32","2, 4.1, 4.2","","","","","","00:00:00.630","","","Testing image: /test/sam_IMG_2085.JPG (28/60)"
