id_prueba,timestamp,modo,tipo_evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,latencia,acierto,notas
1063,2025-12-28T16:12:48.910232,MOBILE,ESP32,2A,,,,,,00:03.5,,,finished (28772 bytes)
1064,2025-12-28T16:12:48.916179,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1065,2025-12-28T16:12:49.094618,MOBILE,SCENE,2A,,,,,,00:00.2,,,resizing to 520
1066,2025-12-28T16:12:49.312100,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference
1067,2025-12-28T16:12:54.854351,MOBILE,SCENE,2A,,,,,,00:05.5,,,finished inference
1068,2025-12-28T16:12:54.891030,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS START
1069,2025-12-28T16:12:54.898137,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: person (ID: 15) | Confidence: 0.25% | Pixels: 671/270400
1070,2025-12-28T16:12:54.900904,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END
1071,2025-12-28T16:12:54.903937,MOBILE,SCENE,2A,,,,,,00:00.0,,,"person (ID: 15, 0.2%)"
1072,2025-12-28T16:12:54.907544,MOBILE,SCENE,2A,,,,person,0.002,00:00.0,,,person with confidence 0.002
1073,2025-12-28T16:12:54.933863,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1074,2025-12-28T16:12:54.946025,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1075,2025-12-28T16:12:54.966011,MOBILE,TTS,2A,,,,,,00:00.0,00:09.6,,converted output to speech
1076,2025-12-28T16:12:59.527564,MOBILE,ESP32,2A,,,,,,00:04.6,,,starting
1077,2025-12-28T16:13:00.070445,MOBILE,ESP32,2A,,,,,,00:00.5,,,finished (29576 bytes)
1078,2025-12-28T16:13:00.079702,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1079,2025-12-28T16:13:00.213813,MOBILE,SCENE,2A,,,,,,00:00.1,,,resizing to 520
1080,2025-12-28T16:13:00.444688,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference
1081,2025-12-28T16:13:05.929314,MOBILE,SCENE,2A,,,,,,00:05.5,,,finished inference
1082,2025-12-28T16:13:05.967826,MOBILE,SCENE,2A,,,,,,00:00.0,,,error: no known object/class was found
1083,2025-12-28T16:13:05.975950,MOBILE,SCENE,2A,,,,unknown,0,00:00.0,,,unknown with confidence 0.000
1084,2025-12-28T16:13:05.991972,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1085,2025-12-28T16:13:05.999308,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1086,2025-12-28T16:13:06.008971,MOBILE,TTS,2A,,,,,,00:00.0,00:06.5,,converted output to speech
1087,2025-12-28T16:13:07.470291,MOBILE,ESP32,2A,,,,,,00:01.5,,,starting
1088,2025-12-28T16:13:07.646082,MOBILE,ESP32,2A,,,,,,00:00.2,,,finished (31447 bytes)
1089,2025-12-28T16:13:07.649843,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1090,2025-12-28T16:13:07.789996,MOBILE,SCENE,2A,,,,,,00:00.1,,,resizing to 520
1091,2025-12-28T16:13:08.039210,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference
1092,2025-12-28T16:13:13.548127,MOBILE,SCENE,2A,,,,,,00:05.5,,,finished inference
1093,2025-12-28T16:13:13.585710,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS START
1094,2025-12-28T16:13:13.593253,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: person (ID: 15) | Confidence: 0.07% | Pixels: 185/270400
1095,2025-12-28T16:13:13.596277,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END
1096,2025-12-28T16:13:13.599305,MOBILE,SCENE,2A,,,,,,00:00.0,,,"person (ID: 15, 0.1%)"
1097,2025-12-28T16:13:13.614254,MOBILE,SCENE,2A,,,,person,0.001,00:00.0,,,person with confidence 0.001
1098,2025-12-28T16:13:13.626959,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1099,2025-12-28T16:13:13.630994,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1100,2025-12-28T16:13:13.650365,MOBILE,TTS,2A,,,,,,00:00.0,00:06.2,,converted output to speech
1101,2025-12-28T16:15:29.739917,MOBILE,ESP32,2A,,,,,,02:16.1,,,starting
1102,2025-12-28T16:15:30.293241,MOBILE,ESP32,2A,,,,,,00:00.6,,,finished (28049 bytes)
1103,2025-12-28T16:15:30.307981,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1104,2025-12-28T16:15:30.461403,MOBILE,SCENE,2A,,,,,,00:00.2,,,resizing to 520
1105,2025-12-28T16:15:30.701720,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference
1106,2025-12-28T16:15:36.149320,MOBILE,SCENE,2A,,,,,,00:05.4,,,finished inference
1107,2025-12-28T16:15:36.183947,MOBILE,SCENE,2A,,,,,,00:00.0,,,error: no known object/class was found
1108,2025-12-28T16:15:36.188838,MOBILE,SCENE,2A,,,,unknown,0,00:00.0,,,unknown with confidence 0.000
1109,2025-12-28T16:15:36.200184,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1110,2025-12-28T16:15:36.210089,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1111,2025-12-28T16:15:36.226777,MOBILE,TTS,2A,,,,,,00:00.0,00:06.5,,converted output to speech
1112,2025-12-28T16:15:38.357561,MOBILE,ESP32,2A,,,,,,00:02.1,,,starting
1113,2025-12-28T16:15:38.879253,MOBILE,ESP32,2A,,,,,,00:00.5,,,finished (28264 bytes)
1114,2025-12-28T16:15:38.883759,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1115,2025-12-28T16:15:39.084427,MOBILE,SCENE,2A,,,,,,00:00.2,,,resizing to 520
1116,2025-12-28T16:15:39.291316,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference
1117,2025-12-28T16:15:44.740028,MOBILE,SCENE,2A,,,,,,00:05.4,,,finished inference
1118,2025-12-28T16:15:44.770225,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS START
1119,2025-12-28T16:15:44.777354,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: tv_monitor (ID: 20) | Confidence: 1.03% | Pixels: 2786/270400
1120,2025-12-28T16:15:44.792846,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: chair (ID: 9) | Confidence: 0.19% | Pixels: 521/270400
1121,2025-12-28T16:15:44.800846,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END
1122,2025-12-28T16:15:44.805347,MOBILE,SCENE,2A,,,,,,00:00.0,,,"tv_monitor (ID: 20, 1.0%)"
1123,2025-12-28T16:15:44.817081,MOBILE,SCENE,2A,,,tv_monitor,tv_monitor,0.01,00:00.0,,,tv_monitor with confidence 0.010
1124,2025-12-28T16:15:44.826003,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1125,2025-12-28T16:15:44.833996,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1126,2025-12-28T16:15:44.849539,MOBILE,TTS,2A,,,,,,00:00.0,00:06.5,,converted output to speech
1127,2025-12-28T16:15:48.366667,MOBILE,ESP32,2A,,,,,,00:03.5,,,starting
1128,2025-12-28T16:15:48.465132,MOBILE,ESP32,2A,,,,,,00:00.1,,,finished (28816 bytes)
1129,2025-12-28T16:15:48.469202,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1130,2025-12-28T16:15:48.673122,MOBILE,SCENE,2A,,,,,,00:00.2,,,resizing to 520
1131,2025-12-28T16:15:48.839073,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference
1132,2025-12-28T16:15:54.371115,MOBILE,SCENE,2A,,,,,,00:05.5,,,finished inference
1133,2025-12-28T16:15:54.406472,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS START
1134,2025-12-28T16:15:54.414218,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: tv_monitor (ID: 20) | Confidence: 0.08% | Pixels: 212/270400
1135,2025-12-28T16:15:54.416995,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END
1136,2025-12-28T16:15:54.419746,MOBILE,SCENE,2A,,,,,,00:00.0,,,"tv_monitor (ID: 20, 0.1%)"
1137,2025-12-28T16:15:54.433752,MOBILE,SCENE,2A,,,tv_monitor,tv_monitor,0.001,00:00.0,,,tv_monitor with confidence 0.001
1138,2025-12-28T16:15:54.437170,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1139,2025-12-28T16:15:54.439740,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1140,2025-12-28T16:15:54.446576,MOBILE,TTS,2A,,,,,,00:00.0,00:06.1,,converted output to speech
1141,2025-12-28T16:15:59.733664,MOBILE,ESP32,2A,,,,,,00:05.3,,,starting
1142,2025-12-28T16:16:00.067301,MOBILE,ESP32,2A,,,,,,00:00.3,,,finished (29901 bytes)
1143,2025-12-28T16:16:00.072610,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1144,2025-12-28T16:16:00.217253,MOBILE,SCENE,2A,,,,,,00:00.1,,,resizing to 520
1145,2025-12-28T16:16:00.520650,MOBILE,SCENE,2A,,,,,,00:00.3,,,running inference
1146,2025-12-28T16:16:05.999813,MOBILE,SCENE,2A,,,,,,00:05.5,,,finished inference
1147,2025-12-28T16:16:06.036061,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS START
1148,2025-12-28T16:16:06.043498,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: tv_monitor (ID: 20) | Confidence: 0.14% | Pixels: 384/270400
1149,2025-12-28T16:16:06.046798,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END
1150,2025-12-28T16:16:06.062219,MOBILE,SCENE,2A,,,,,,00:00.0,,,"tv_monitor (ID: 20, 0.1%)"
1151,2025-12-28T16:16:06.073354,MOBILE,SCENE,2A,,,,tv_monitor,0.001,00:00.0,,,tv_monitor with confidence 0.001
1152,2025-12-28T16:16:06.087895,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1153,2025-12-28T16:16:06.095771,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1154,2025-12-28T16:16:06.106475,MOBILE,TTS,2A,,,,,,00:00.0,00:06.4,,converted output to speech
1155,2025-12-28T16:19:23.639714,MOBILE,ESP32,2A,,,,,,03:17.5,,,starting
1156,2025-12-28T16:19:26.932186,MOBILE,ESP32,2A,,,,,,00:03.3,,,finished (25485 bytes)
1157,2025-12-28T16:19:26.939115,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1158,2025-12-28T16:19:27.099798,MOBILE,SCENE,2A,,,,,,00:00.2,,,resizing to 520
1159,2025-12-28T16:19:27.331267,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference
1160,2025-12-28T16:19:32.798115,MOBILE,SCENE,2A,,,,,,00:05.5,,,finished inference
1161,2025-12-28T16:19:32.837677,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS START
1162,2025-12-28T16:19:32.844665,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: person (ID: 15) | Confidence: 0.02% | Pixels: 51/270400
1163,2025-12-28T16:19:32.847550,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END
1164,2025-12-28T16:19:32.850684,MOBILE,SCENE,2A,,,,,,00:00.0,,,"person (ID: 15, 0.0%)"
1165,2025-12-28T16:19:32.873411,MOBILE,SCENE,2A,,,,person,0,00:00.0,,,person with confidence 0.000
1166,2025-12-28T16:19:32.882820,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1167,2025-12-28T16:19:32.888534,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1168,2025-12-28T16:19:32.915318,MOBILE,TTS,2A,,,,,,00:00.0,00:09.3,,converted output to speech
1169,2025-12-28T16:19:36.249351,MOBILE,ESP32,2A,,,,,,00:03.3,,,starting
1170,2025-12-28T16:19:36.525756,MOBILE,ESP32,2A,,,,,,00:00.3,,,finished (25176 bytes)
1171,2025-12-28T16:19:36.529045,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1172,2025-12-28T16:19:36.712531,MOBILE,SCENE,2A,,,,,,00:00.2,,,resizing to 520
1173,2025-12-28T16:19:36.907499,MOBILE,SCENE,2A,,,,,,00:00.2,,,running inference
1174,2025-12-28T16:19:42.321505,MOBILE,SCENE,2A,,,,,,00:05.4,,,finished inference
1175,2025-12-28T16:19:42.362285,MOBILE,SCENE,2A,,,,,,00:00.0,,,error: no known object/class was found
1176,2025-12-28T16:19:42.368644,MOBILE,SCENE,2A,,,,unknown,0,00:00.0,,,unknown with confidence 0.000
1177,2025-12-28T16:19:42.372560,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1178,2025-12-28T16:19:42.395656,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1179,2025-12-28T16:19:42.425519,MOBILE,TTS,2A,,,,,,00:00.0,00:06.2,,converted output to speech
1180,2025-12-28T16:19:45.669124,MOBILE,ESP32,2A,,,,,,00:03.2,,,starting
1181,2025-12-28T16:19:46.106212,MOBILE,ESP32,2A,,,,,,00:00.4,,,finished (27041 bytes)
1182,2025-12-28T16:19:46.110492,MOBILE,SCENE,2A,,,,,,00:00.0,,,starting
1183,2025-12-28T16:19:46.246286,MOBILE,SCENE,2A,,,,,,00:00.1,,,resizing to 520
1184,2025-12-28T16:19:46.516115,MOBILE,SCENE,2A,,,,,,00:00.3,,,running inference
1185,2025-12-28T16:19:51.963875,MOBILE,SCENE,2A,,,,,,00:05.4,,,finished inference
1186,2025-12-28T16:19:51.994680,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS START
1187,2025-12-28T16:19:52.006879,MOBILE,SCENE,2A,,,,,,00:00.0,,,Class: person (ID: 15) | Confidence: 0.16% | Pixels: 441/270400
1188,2025-12-28T16:19:52.009801,MOBILE,SCENE,2A,,,,,,00:00.0,,,ALL PREDICTIONS END
1189,2025-12-28T16:19:52.024032,MOBILE,SCENE,2A,,,,,,00:00.0,,,"person (ID: 15, 0.2%)"
1190,2025-12-28T16:19:52.028310,MOBILE,SCENE,2A,,,,person,0.002,00:00.0,,,person with confidence 0.002
1191,2025-12-28T16:19:52.052716,MOBILE,SCENE,2A,,,,,,00:00.0,,,No puedo identificar nada en concreto.
1192,2025-12-28T16:19:52.058929,MOBILE,TTS,2A,,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1193,2025-12-28T16:19:52.095442,MOBILE,TTS,2A,,,,,,00:00.0,00:06.4,,converted output to speech
1194,2025-12-29T18:29:16.563115,MOBILE,ESP32,"3.3, 3.4",,,,,,09:24.5,,,starting
1195,2025-12-29T18:29:18.180636,MOBILE,ESP32,"3.3, 3.4",,,,,,00:01.6,,,finished status=200
1196,2025-12-29T18:29:21.638573,MOBILE,SCENE,"3.3, 3.4",,,,,,00:03.5,,,starting
1197,2025-12-29T18:29:22.120541,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.5,,,finished
1198,2025-12-29T18:29:25.428165,MOBILE,ESP32,"3.3, 3.4",,,,,,00:03.3,,,starting
1199,2025-12-29T18:29:25.646733,MOBILE,ESP32,"3.3, 3.4",,,,,,00:00.2,,,finished (17391 bytes)
1200,2025-12-29T18:29:25.653748,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,starting
1201,2025-12-29T18:29:26.045672,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.4,,,resizing to 520
1202,2025-12-29T18:29:26.338148,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.3,,,running inference
1203,2025-12-29T18:29:32.684727,MOBILE,SCENE,"3.3, 3.4",,,,,,00:06.3,,,finished inference
1204,2025-12-29T18:29:32.752895,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.1,,,error: no known object/class was found
1205,2025-12-29T18:29:32.765650,MOBILE,SCENE,"3.3, 3.4",,,,unknown,0.00%,00:00.0,,,unknown with confidence 0.000
1206,2025-12-29T18:29:32.767799,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,No puedo identificar nada en concreto.
1207,2025-12-29T18:29:32.771370,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1208,2025-12-29T18:29:32.786957,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,00:07.4,,converted output to speech
1209,2025-12-29T18:29:34.226014,MOBILE,ESP32,"3.3, 3.4",,,,,,00:01.4,,,starting
1210,2025-12-29T18:29:34.758295,MOBILE,ESP32,"3.3, 3.4",,,,,,00:00.5,,,finished (17883 bytes)
1211,2025-12-29T18:29:34.774226,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,starting
1212,2025-12-29T18:29:35.097302,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.3,,,resizing to 520
1213,2025-12-29T18:29:35.459559,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.4,,,running inference
1214,2025-12-29T18:29:40.965429,MOBILE,SCENE,"3.3, 3.4",,,,,,00:05.5,,,finished inference
1215,2025-12-29T18:29:41.031690,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.1,,,ALL PREDICTIONS START
1216,2025-12-29T18:29:41.036074,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,Class: tv_monitor (ID: 20) | Confidence: 1.26% | Pixels: 3399/270400
1217,2025-12-29T18:29:41.039209,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,ALL PREDICTIONS END
1218,2025-12-29T18:29:41.041952,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,"tv_monitor (ID: 20, 1.3%)"
1219,2025-12-29T18:29:41.047326,MOBILE,SCENE,"3.3, 3.4",,,,tv_monitor,1.30%,00:00.0,,,tv_monitor with confidence 0.013
1220,2025-12-29T18:29:41.069429,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,No puedo identificar nada en concreto.
1221,2025-12-29T18:29:41.087946,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1222,2025-12-29T18:29:41.101439,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,00:06.9,,converted output to speech
1223,2025-12-29T18:29:44.999620,MOBILE,ESP32,"3.3, 3.4",,,,,,00:03.9,,,starting
1224,2025-12-29T18:29:45.338695,MOBILE,ESP32,"3.3, 3.4",,,,,,00:00.3,,,finished (36461 bytes)
1225,2025-12-29T18:29:45.353752,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,starting
1226,2025-12-29T18:29:45.620098,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.3,,,resizing to 520
1227,2025-12-29T18:29:45.840609,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.2,,,running inference
1228,2025-12-29T18:29:51.285914,MOBILE,SCENE,"3.3, 3.4",,,,,,00:05.4,,,finished inference
1229,2025-12-29T18:29:51.326068,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,ALL PREDICTIONS START
1230,2025-12-29T18:29:51.338256,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,Class: tv_monitor (ID: 20) | Confidence: 0.49% | Pixels: 1320/270400
1231,2025-12-29T18:29:51.359245,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,ALL PREDICTIONS END
1232,2025-12-29T18:29:51.364072,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,"tv_monitor (ID: 20, 0.5%)"
1233,2025-12-29T18:29:51.381277,MOBILE,SCENE,"3.3, 3.4",,,,tv_monitor,0.50%,00:00.0,,,tv_monitor with confidence 0.005
1234,2025-12-29T18:29:51.402653,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,No puedo identificar nada en concreto.
1235,2025-12-29T18:29:51.408401,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1236,2025-12-29T18:29:51.424111,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,00:06.4,,converted output to speech
1237,2025-12-29T18:29:53.519249,MOBILE,ESP32,"3.3, 3.4",,,,,,00:02.1,,,starting
1238,2025-12-29T18:29:54.011258,MOBILE,ESP32,"3.3, 3.4",,,,,,00:00.5,,,finished (28440 bytes)
1239,2025-12-29T18:29:54.026706,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,starting
1240,2025-12-29T18:29:54.166542,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.1,,,resizing to 520
1241,2025-12-29T18:29:54.484074,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.3,,,running inference
1242,2025-12-29T18:30:00.060946,MOBILE,SCENE,"3.3, 3.4",,,,,,00:05.6,,,finished inference
1243,2025-12-29T18:30:00.114008,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.1,,,ALL PREDICTIONS START
1244,2025-12-29T18:30:00.123599,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,Class: tv_monitor (ID: 20) | Confidence: 5.09% | Pixels: 13775/270400
1245,2025-12-29T18:30:00.133474,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,ALL PREDICTIONS END
1246,2025-12-29T18:30:00.138283,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,"tv_monitor (ID: 20, 5.1%)"
1247,2025-12-29T18:30:00.141458,MOBILE,SCENE,"3.3, 3.4",,,,tv_monitor,5.10%,00:00.0,,,tv_monitor with confidence 0.051
1248,2025-12-29T18:30:00.151767,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,No puedo identificar nada en concreto.
1249,2025-12-29T18:30:00.155139,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1250,2025-12-29T18:30:00.170269,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,00:06.7,,converted output to speech
1251,2025-12-29T18:30:02.237826,MOBILE,ESP32,"3.3, 3.4",,,,,,00:02.1,,,starting
1252,2025-12-29T18:30:02.586006,MOBILE,ESP32,"3.3, 3.4",,,,,,00:00.3,,,finished (28329 bytes)
1253,2025-12-29T18:30:02.598560,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,starting
1254,2025-12-29T18:30:02.731085,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.1,,,resizing to 520
1255,2025-12-29T18:30:03.020244,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.3,,,running inference
1256,2025-12-29T18:30:08.588369,MOBILE,SCENE,"3.3, 3.4",,,,,,00:05.6,,,finished inference
1257,2025-12-29T18:30:08.667671,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.1,,,ALL PREDICTIONS START
1258,2025-12-29T18:30:08.678333,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,Class: tv_monitor (ID: 20) | Confidence: 5.53% | Pixels: 14958/270400
1259,2025-12-29T18:30:08.681428,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,ALL PREDICTIONS END
1260,2025-12-29T18:30:08.691115,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,"tv_monitor (ID: 20, 5.5%)"
1261,2025-12-29T18:30:08.699164,MOBILE,SCENE,"3.3, 3.4",,,,tv_monitor,5.50%,00:00.0,,,tv_monitor with confidence 0.055
1262,2025-12-29T18:30:08.710135,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,No puedo identificar nada en concreto.
1263,2025-12-29T18:30:08.714086,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1264,2025-12-29T18:30:08.730755,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,00:06.5,,converted output to speech
1265,2025-12-29T18:30:10.214002,MOBILE,ESP32,"3.3, 3.4",,,,,,00:01.5,,,starting
1266,2025-12-29T18:30:10.666678,MOBILE,ESP32,"3.3, 3.4",,,,,,00:00.5,,,finished (27724 bytes)
1267,2025-12-29T18:30:10.679541,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,starting
1268,2025-12-29T18:30:10.816358,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.1,,,resizing to 520
1269,2025-12-29T18:30:11.116442,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.3,,,running inference
1270,2025-12-29T18:30:16.593979,MOBILE,SCENE,"3.3, 3.4",,,,,,00:05.5,,,finished inference
1271,2025-12-29T18:30:16.628787,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,ALL PREDICTIONS START
1272,2025-12-29T18:30:16.645473,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,Class: tv_monitor (ID: 20) | Confidence: 12.08% | Pixels: 32667/270400
1273,2025-12-29T18:30:16.662885,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,ALL PREDICTIONS END
1274,2025-12-29T18:30:16.679365,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,"tv_monitor (ID: 20, 12.1%)"
1275,2025-12-29T18:30:16.686453,MOBILE,SCENE,"3.3, 3.4",,,,tv_monitor,12.10%,00:00.0,,,tv_monitor with confidence 0.121
1276,2025-12-29T18:30:16.694234,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,No puedo identificar nada en concreto.
1277,2025-12-29T18:30:16.726260,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.0,,,"""No puedo identificar nada en concreto."""
1278,2025-12-29T18:30:16.790254,MOBILE,TTS,"3.3, 3.4",,,,,,00:00.1,00:06.6,,converted output to speech
1279,2025-12-29T18:30:28.737817,MOBILE,ESP32,"3.3, 3.4",,,,,,00:11.9,,,starting
1280,2025-12-29T18:30:29.331433,MOBILE,ESP32,"3.3, 3.4",,,,,,00:00.6,,,finished (33311 bytes)
1281,2025-12-29T18:30:29.335050,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,starting
1282,2025-12-29T18:30:29.455351,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.1,,,resizing to 520
1283,2025-12-29T18:30:29.754097,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.3,,,running inference
1284,2025-12-29T18:30:35.280757,MOBILE,SCENE,"3.3, 3.4",,,,,,00:05.5,,,finished inference
1285,2025-12-29T18:30:35.317212,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,ALL PREDICTIONS START
1286,2025-12-29T18:30:35.325034,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,Class: tv_monitor (ID: 20) | Confidence: 14.76% | Pixels: 39916/270400
1287,2025-12-29T18:30:35.335993,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,ALL PREDICTIONS END
1288,2025-12-29T18:30:35.339410,MOBILE,SCENE,"3.3, 3.4",,,,,,00:00.0,,,"tv_monitor (ID: 20, 14.8%)"
1289,2025-12-29T18:30:35.342794,MOBILE,SCENE,"3.3, 3.4",,,,tv_monitor,14.80%,00:00.0,,,tv_monitor with confidence 0.148
